title,make,model,year,condition,transmission,price
Avatr 11 2025 White,Avatr,11,2025,foreign used,automatic,"₦ 98,000,000"
Toyota 4-Runner Limited 4dr SUV 4WD (4.0L 6cyl 5A) 2015 Silver,Toyota,4-Runner Limited,2015,foreign used,automatic,"₦ 33,000,000"
Land Rover Range Rover Evoque SE 4x4 5-Door 2017 Black,Land,Rover Range,2017,foreign used,automatic,"₦ 19,000,000"
Lexus RX 330 AWD 2006 Gray,Lexus,RX 330,2006,local used,automatic,"₦ 7,700,000"
Mercedes-Benz GLK-Class 350 2011 Black,Mercedes-Benz,GLK-Class 350,2011,local used,automatic,"₦ 11,500,000"
Lexus ES 300 2003 Silver,Lexus,ES 300,2003,local used,automatic,"₦ 4,100,000"
Toyota Corolla 2015 White,Toyota,Corolla,2015,foreign used,automatic,"₦ 16,500,000"
Toyota Avalon Touring FWD Sedan (3.6L 6cyl 6A) 2016 Silver,Toyota,Avalon Touring,2016,foreign used,automatic,"₦ 22,000,000"
Toyota Avalon XLE Premium FWD Sedan (3.6L 6cyl 6A) 2016 Black,Toyota,Avalon XLE,2016,foreign used,automatic,"₦ 20,000,000"
Toyota Corolla Altis 1.5 2005 Silver,Toyota,Corolla Altis,2005,foreign used,automatic,"₦ 6,900,000"
Toyota Land Cruiser Prado 4.0 2022 Black,Toyota,Land Cruiser,2022,local used,automatic,"₦ 72,000,000"
Lexus RX 2018 White,Lexus,RX,2018,foreign used,automatic,"₦ 36,500,000"
Mercedes-Benz GLE-Class 2017 Black,Mercedes-Benz,GLE-Class,2017,local used,automatic,"₦ 35,500,000"
Mercedes-Benz M Class 2014 Black,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 25,500,000"
Lexus ES 350 2009 White,Lexus,ES 350,2009,foreign used,automatic,"₦ 12,800,000"
Mercedes-Benz M Class 2007 Black,Mercedes-Benz,M Class,2007,local used,,"₦ 6,100,000"
Lexus RX 2006 Silver,Lexus,RX,2006,local used,automatic,"₦ 7,000,000"
Toyota RAV4 2016 Black,Toyota,RAV4,2016,local used,automatic,"₦ 14,900,000"
Mercedes-Benz CLK 2003 White,Mercedes-Benz,CLK,2003,local used,automatic,"₦ 3,700,000"
New Lexus NX 350h Luxury AWD 2025 Gray,New,Lexus NX,2025,brand new,automatic,"₦ 78,000,000"
Honda Accord 2017 Black,Honda,Accord,2017,local used,automatic,"₦ 11,500,000"
Lexus RX 350 AWD 2014 Gold,Lexus,RX 350,2014,foreign used,automatic,"₦ 18,550,000"
Acura MDX 2014 Silver,Acura,MDX,2014,foreign used,automatic,"₦ 18,500,000"
Peugeot 307 2011 Black,Peugeot,307,2011,local used,automatic,"₦ 4,500,000"
Toyota Corolla LE 2022 Blue,Toyota,Corolla LE,2022,foreign used,automatic,"₦ 22,500,000"
Mercedes-Benz M Class 2012 Black,Mercedes-Benz,M Class,2012,foreign used,automatic,"₦ 20,000,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 31,850,000"
Land Rover Range Rover Velar 2018 Gray,Land,Rover Range,2018,local used,automatic,"₦ 34,500,000"
Toyota Avalon 2011 Silver,Toyota,Avalon,2011,local used,automatic,"₦ 6,000,000"
Toyota Avalon 2015 Black,Toyota,Avalon,2015,local used,automatic,"₦ 13,800,000"
Fiat Duna Weekend 1998 White,Fiat,Duna Weekend,1998,local used,automatic,"₦ 9,600,000"
Toyota Avalon 2001 Gray,Toyota,Avalon,2001,local used,automatic,"₦ 2,500,000"
Honda Accord Automatic 2005 Black,Honda,Accord Automatic,2005,foreign used,automatic,"₦ 7,850,000"
Mercedes-Benz GL-Class 2011 Blue,Mercedes-Benz,GL-Class,2011,local used,automatic,"₦ 13,000,000"
Mercedes-Benz G-Class G 500 2021 Black,Mercedes-Benz,G-Class G,2021,foreign used,automatic,"₦ 190,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2011 Black,Hyundai,Sonata Limited,2011,foreign used,automatic,"₦ 11,000,000"
Lexus RX 330 2005 Gold,Lexus,RX 330,2005,local used,automatic,"₦ 7,800,000"
Mercedes-Benz M Class 2014 Black,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 22,000,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 34,000,000"
Toyota Hilux 2021 Gray,Toyota,Hilux,2021,local used,automatic,"₦ 79,000,000"
Lexus RX 2002 Black,Lexus,RX,2002,local used,automatic,"₦ 4,800,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander Limited,2016,foreign used,automatic,"₦ 26,500,000"
Toyota Camry 2.4 LE 2008 Blue,Toyota,Camry 2,2008,local used,automatic,"₦ 6,300,000"
Toyota Sienna 2015 Green,Toyota,Sienna,2015,foreign used,automatic,"₦ 19,900,000"
Toyota Tacoma SR5 2017 Silver,Toyota,Tacoma SR5,2017,local used,automatic,"₦ 28,500,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 6,800,000"
Toyota Highlander 2012 Burgundy,Toyota,Highlander,2012,foreign used,automatic,"₦ 19,800,000"
Toyota Camry 2016 Red,Toyota,Camry,2016,foreign used,automatic,"₦ 17,800,000"
Mercedes-Benz GLK-Class 2012 Black,Mercedes-Benz,GLK-Class,2012,foreign used,automatic,"₦ 16,200,000"
Toyota Corolla 2005 Red,Toyota,Corolla,2005,local used,automatic,"₦ 4,200,000"
BMW X6 2011 Black,BMW,X6,2011,local used,automatic,"₦ 9,100,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,local used,automatic,"₦ 4,200,000"
Hyundai Elantra 2013,Hyundai,Elantra,2013,foreign used,automatic,"₦ 14,200,000"
Toyota Corolla LE Eco (1.8L 4cyl 2A) 2018 Gray,Toyota,Corolla LE,2018,foreign used,automatic,"₦ 16,800,000"
Toyota Camry Base 4dr Sedan (2.5L 4cyl 6M) 2010 Green,Toyota,Camry Base,2010,local used,automatic,"₦ 6,250,000"
Toyota Corolla LE Eco 4dr Sedan (1.8L 4cyl CVT) 2015 Silver,Toyota,Corolla LE,2015,local used,automatic,"₦ 9,500,000"
Toyota Matrix S Hatchback FWD (2.4L 4cyl 5A) 2009 Gray,Toyota,Matrix S,2009,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz M Class 2014 White,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 26,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 34,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Wagon 2016 Red,Mercedes-Benz,CLA-Class CLA,2016,foreign used,automatic,"₦ 27,500,000"
Toyota Land Cruiser 5.7 V8 VXR 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 75,000,000"
Tesla Model 3 P75D kWh Performance 2020 Gray,Tesla,Model 3,2020,foreign used,automatic,"₦ 42,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 Black,Mercedes-Benz,GLE-Class AMG,2022,foreign used,automatic,"₦ 155,000,000"
Ford Edge Titanium 4dr SUV (2.0L 4cyl Turbo 6A) 2015 White,Ford,Edge Titanium,2015,foreign used,automatic,"₦ 15,000,000"
Ford Explorer Sport 4dr 4x4 (3.5L 6cyl 6A) 2017 Black,Ford,Explorer Sport,2017,foreign used,automatic,"₦ 17,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 AWD 2025 Gray,Mercedes-Benz,GLE-Class AMG,2025,foreign used,automatic,"₦ 185,000,000"
Honda Accord 2000 Red,Honda,Accord,2000,local used,automatic,"₦ 2,650,000"
Mercedes-Benz GLK-Class 2012 Silver,Mercedes-Benz,GLK-Class,2012,foreign used,automatic,"₦ 13,500,000"
Toyota Corolla 2010 Red,Toyota,Corolla,2010,local used,automatic,"₦ 8,700,000"
Lexus GX 2008 Black,Lexus,GX,2008,local used,automatic,"₦ 8,800,000"
Lexus RX 350 AWD 2018 Red,Lexus,RX 350,2018,local used,automatic,"₦ 32,500,000"
Toyota Tundra Double Cab 4x2 5.7L V8 2013 Black,Toyota,Tundra Double,2013,foreign used,automatic,"₦ 40,000,000"
Mercedes-Benz M Class ML 350 4x2 2013 Gray,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 23,500,000"
Honda Odyssey Touring 2008 Red,Honda,Odyssey Touring,2008,local used,automatic,"₦ 5,520,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 4A) 2004 Blue,Toyota,Camry LE,2004,local used,automatic,"₦ 4,350,000"
Mercedes-Benz M Class 2014 White,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 13,000,000"
Kia Mohave 2013 Gray,Kia,Mohave,2013,local used,automatic,"₦ 6,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2016 Black,Mercedes-Benz,G-Class G,2016,local used,automatic,"₦ 69,850,000"
New Toyota Land Cruiser Prado 2025 Gray,New,Toyota Land,2025,brand new,automatic,"₦ 133,500,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry SE,2019,foreign used,automatic,"₦ 35,000,000"
Toyota Highlander Sport 2010 Gray,Toyota,Highlander Sport,2010,local used,automatic,"₦ 10,800,000"
Mercedes-Benz CLA-Class CLA 180 d Sedan 2019 Gray,Mercedes-Benz,CLA-Class CLA,2019,foreign used,automatic,"₦ 24,000,000"
Toyota Venza V6 AWD 2011 White,Toyota,Venza V6,2011,foreign used,automatic,"₦ 21,000,000"
Toyota Sienna CE AWD 2006 Gold,Toyota,Sienna CE,2006,foreign used,automatic,"₦ 9,750,000"
Toyota Camry 2009 Red,Toyota,Camry,2009,foreign used,automatic,"₦ 9,100,000"
Honda Accord 2003 Gray,Honda,Accord,2003,local used,automatic,"₦ 2,500,000"
New Tesla Cybertruck 2025 Black,New,Tesla Cybertruck,2025,brand new,automatic,"₦ 340,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 24,500,000"
Toyota Highlander 2006 Blue,Toyota,Highlander,2006,local used,automatic,"₦ 7,300,000"
Honda Accord 2017 Black,Honda,Accord,2017,local used,automatic,"₦ 12,700,000"
Toyota Corolla LE 2020 Silver,Toyota,Corolla LE,2020,foreign used,automatic,"₦ 22,500,000"
Toyota Corolla S Premium 4dr Sedan (1.8L 4cyl CVT) 2015 White,Toyota,Corolla S,2015,local used,automatic,"₦ 12,000,000"
Toyota Corolla LE 2020 Blue,Toyota,Corolla LE,2020,foreign used,,"₦ 19,500,000"
Toyota Camry 2011 Black,Toyota,Camry,2011,local used,automatic,"₦ 4,850,000"
Lexus RX 2012 Black,Lexus,RX,2012,local used,automatic,"₦ 14,000,000"
Toyota Land Cruiser 2023 Black,Toyota,Land Cruiser,2023,foreign used,automatic,"₦ 125,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 45,000,000"
Kia Picanto 2016 Gray,Kia,Picanto,2016,foreign used,automatic,"₦ 11,000,000"
Toyota Venza XLE 4dr Wagon (2.7L 4cyl 6A) 2014 Black,Toyota,Venza XLE,2014,foreign used,automatic,"₦ 19,500,000"
Honda Accord EX-L w/Navigation 4dr Sedan (2.4L 4cyl CVT) 2015 Gray,Honda,Accord EX-L,2015,local used,automatic,"₦ 7,850,000"
Mercedes-Benz GLE-Class GLE 350 2016 White,Mercedes-Benz,GLE-Class GLE,2016,local used,automatic,"₦ 27,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2016 Silver,Hyundai,Sonata Limited,2016,local used,automatic,"₦ 11,500,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,foreign used,automatic,"₦ 16,500,000"
Dodge Charger SXT 2012 Black,Dodge,Charger SXT,2012,foreign used,automatic,"₦ 10,200,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,foreign used,automatic,"₦ 10,600,000"
Toyota Corolla SE 2021 Gray,Toyota,Corolla SE,2021,foreign used,automatic,"₦ 26,500,000"
New Mercedes-Benz G-Class G63 AMG Brabus G700 2025 Black,New,Mercedes-Benz G-Class,2025,brand new,automatic,"₦ 680,000,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 39,000,000"
Mercedes-Benz E350 Base 4Matic Coupe AWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,E350 Base,2014,foreign used,automatic,"₦ 38,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2005 Red,Toyota,Camry LE,2005,foreign used,automatic,"₦ 8,500,000"
Toyota Corolla 2009 Blue,Toyota,Corolla,2009,local used,automatic,"₦ 6,500,000"
Lexus ES 350 2009 Gray,Lexus,ES 350,2009,local used,automatic,"₦ 5,000,000"
Toyota Matrix 2006 Blue,Toyota,Matrix,2006,local used,automatic,"₦ 4,000,000"
Toyota Venza 2011 White,Toyota,Venza,2011,local used,automatic,"₦ 12,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Black,Toyota,Camry LE,2008,foreign used,automatic,"₦ 7,750,000"
Toyota Sienna XLE Limited AWD 2006 White,Toyota,Sienna XLE,2006,foreign used,automatic,"₦ 11,500,000"
Toyota Sienna LE 8-Passenger 2021 Silver,Toyota,Sienna LE,2021,foreign used,automatic,"₦ 35,000,000"
Toyota RAV4 3.5 2010 Black,Toyota,RAV4 3,2010,local used,automatic,"₦ 7,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Silver,Toyota,Camry XLE,2013,foreign used,automatic,"₦ 16,000,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2016 White,Toyota,Corolla LE,2016,local used,automatic,"₦ 9,999,999"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Green,Toyota,Corolla LE,2009,local used,automatic,"₦ 6,400,000"
Lexus RX 350 F Sport AWD 2019 White,Lexus,RX 350,2019,local used,automatic,"₦ 36,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 30,000,000"
Honda CR-V LX 4dr SUV AWD (2.4L 4cyl 5A) 2013 Silver,Honda,CR-V LX,2013,local used,automatic,"₦ 11,650,000"
Lexus RX 2017 Gray,Lexus,RX,2017,foreign used,automatic,"₦ 35,500,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 White,Toyota,Highlander XLE,2017,foreign used,automatic,"₦ 29,500,000"
Mercedes-Benz GLS-Class GLS 450 4MATIC AWD 2023 White,Mercedes-Benz,GLS-Class GLS,2023,foreign used,automatic,"₦ 189,500,000"
Toyota Highlander 2005 Blue,Toyota,Highlander,2005,local used,automatic,"₦ 6,850,000"
Toyota Venza Limited 2010 White,Toyota,Venza Limited,2010,foreign used,automatic,"₦ 15,950,000"
Toyota Camry L (2.5L 4cyl 8A) 2019 Black,Toyota,Camry L,2019,foreign used,automatic,"₦ 26,800,000"
Toyota Avalon Touring FWD Sedan (3.6L 6cyl 6A) 2016 Black,Toyota,Avalon Touring,2016,foreign used,automatic,"₦ 26,000,000"
Toyota Corolla SE (1.8L 4cyl 2A) 2019 Blue,Toyota,Corolla SE,2019,foreign used,automatic,"₦ 19,000,000"
Lexus RX 350 AWD 2008 Black,Lexus,RX 350,2008,local used,automatic,"₦ 8,500,000"
Lexus RX 2008 Silver,Lexus,RX,2008,local used,automatic,"₦ 9,000,000"
Ford Edge Sport 4dr SUV (2.7L 6cyl Turbo 6A) 2015 Gray,Ford,Edge Sport,2015,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 32,000,000"
BMW X2 2022 White,BMW,X2,2022,foreign used,automatic,"₦ 58,000,000"
Toyota Sienna CE 7 Passenger 2010 Blue,Toyota,Sienna CE,2010,foreign used,automatic,"₦ 900,000"
Toyota RAV4 Limited 2021 Black,Toyota,RAV4 Limited,2021,foreign used,automatic,"₦ 38,500,000"
Toyota Highlander XLE 4dr SUV AWD (3.5L 6cyl 6A) 2015 Blue,Toyota,Highlander XLE,2015,local used,automatic,"₦ 21,950,000"
Lexus RX 350 2011 Gray,Lexus,RX 350,2011,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,local used,automatic,"₦ 25,500,000"
Acura MDX 3.5L 4x4 2003 Green,Acura,MDX 3,2003,local used,automatic,"₦ 2,900,000"
Hyundai Sonata 2013 Silver,Hyundai,Sonata,2013,foreign used,automatic,"₦ 10,500,000"
Toyota Sienna XLE 2002 Blue,Toyota,Sienna XLE,2002,local used,automatic,"₦ 3,980,000"
Mazda CX-9 Grand Touring FWD 2018 Silver,Mazda,CX-9 Grand,2018,foreign used,automatic,"₦ 32,500,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2007 Gold,Toyota,Camry XLE,2007,foreign used,automatic,"₦ 10,000,000"
Toyota Sienna LE AWD 2005 Gray,Toyota,Sienna LE,2005,local used,automatic,"₦ 6,500,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015,Mercedes-Benz,C300 Luxury,2015,local used,automatic,"₦ 11,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 38,000,000"
Toyota Corolla S Premium 4dr Sedan (1.8L 4cyl CVT) 2015 Blue,Toyota,Corolla S,2015,local used,automatic,"₦ 13,000,000"
Kia Sportage 2012 Gray,Kia,Sportage,2012,local used,automatic,"₦ 9,500,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2017 Black,Toyota,Highlander Limited,2017,foreign used,automatic,"₦ 34,500,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Black,Toyota,RAV4 XLE,2016,foreign used,automatic,"₦ 24,500,000"
Honda Accord 2.0 Comfort Automatic 2005 Blue,Honda,Accord 2,2005,local used,automatic,"₦ 2,920,000"
Hyundai Elantra 2018 White,Hyundai,Elantra,2018,foreign used,automatic,"₦ 16,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Silver,Toyota,Corolla LE,2010,foreign used,automatic,"₦ 10,400,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2015 White,Toyota,Corolla S,2015,foreign used,automatic,"₦ 15,000,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 White,Toyota,Camry LE,2018,foreign used,automatic,"₦ 29,000,000"
Toyota Camry 2.4 LE 2008 Red,Toyota,Camry 2,2008,foreign used,automatic,"₦ 10,000,000"
Hyundai Palisade 2020 Gray,Hyundai,Palisade,2020,local used,automatic,"₦ 39,999,999"
Honda Ridgeline Black Edition AWD Crew Cab 125.2 in. WB 2017 Black,Honda,Ridgeline Black,2017,foreign used,automatic,"₦ 27,000,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry XSE,2019,local used,automatic,"₦ 23,000,000"
Peugeot 206 2004 Silver,Peugeot,206,2004,local used,automatic,"₦ 2,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry SE,2017,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLA 250 2017,Mercedes-Benz,GLA 250,2017,foreign used,automatic,"₦ 19,500,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2000 Silver,Toyota,Camry LE,2000,foreign used,automatic,"₦ 6,500,000"
Toyota Highlander 3.5L 2WD 2013 Blue,Toyota,Highlander 3,2013,foreign used,automatic,"₦ 17,800,000"
Ford Edge SEL 4dr AWD (3.5L 6cyl 6A) 2008 Blue,Ford,Edge SEL,2008,local used,automatic,"₦ 3,450,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Blue,Toyota,Camry SE,2013,foreign used,automatic,"₦ 13,500,000"
Toyota Corolla 2009 Black,Toyota,Corolla,2009,local used,automatic,"₦ 6,600,000"
Mercedes-Benz GLC-Class 2017 Blue,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 29,000,000"
Kia Rio LX 2020 Silver,Kia,Rio LX,2020,foreign used,automatic,"₦ 15,700,000"
Toyota Highlander SE 2011 Silver,Toyota,Highlander SE,2011,local used,automatic,"₦ 11,800,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,local used,automatic,"₦ 13,500,000"
Mercedes-Benz M Class 2014 Gray,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 26,000,000"
Honda Accord 2013 Black,Honda,Accord,2013,foreign used,automatic,"₦ 11,500,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry SE,2019,local used,automatic,"₦ 16,800,000"
Toyota Yaris 2004 Silver,Toyota,Yaris,2004,local used,automatic,"₦ 4,400,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla S,2010,local used,automatic,"₦ 6,000,000"
Toyota Tundra 2022 Gray,Toyota,Tundra,2022,foreign used,automatic,"₦ 148,078,125"
Toyota Corolla S Plus 4dr Sedan (1.8L 4cyl 6M) 2014 Red,Toyota,Corolla S,2014,foreign used,automatic,"₦ 13,500,000"
Toyota Camry 2014 Black,Toyota,Camry,2014,local used,automatic,"₦ 9,000,000"
Toyota Camry 2015 Black,Toyota,Camry,2015,local used,automatic,"₦ 10,200,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,local used,automatic,"₦ 12,000,000"
Lexus LX 570 AWD 2017 Gray,Lexus,LX 570,2017,foreign used,automatic,"₦ 97,000,000"
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,foreign used,automatic,"₦ 15,500,000"
Toyota Land Cruiser Prado 2016 Black,Toyota,Land Cruiser,2016,local used,automatic,"₦ 46,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry SE,2013,foreign used,automatic,"₦ 13,500,000"
Hyundai Tucson 2017 Black,Hyundai,Tucson,2017,foreign used,automatic,"₦ 19,200,000"
Toyota 4-Runner 2001 Black,Toyota,4-Runner,2001,local used,automatic,"₦ 2,550,000"
Honda CR-V 2.0 Automatic 1998 Black,Honda,CR-V 2,1998,local used,automatic,"₦ 3,850,000"
Hyundai Sonata 3.3 LX 2006 Black,Hyundai,Sonata 3,2006,local used,automatic,"₦ 3,200,000"
Hyundai Elantra 2013 Gray,Hyundai,Elantra,2013,foreign used,automatic,"₦ 11,500,000"
Toyota Highlander 2020 Red,Toyota,Highlander,2020,foreign used,automatic,"₦ 57,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Blue,Toyota,Corolla S,2010,foreign used,automatic,"₦ 10,600,000"
Land Rover Range Rover Sport 2014,Land,Rover Range,2014,local used,automatic,"₦ 48,500,000"
Toyota Highlander 2006 Black,Toyota,Highlander,2006,local used,automatic,"₦ 6,650,000"
Honda Crosstour 2015 White,Honda,Crosstour,2015,local used,automatic,"₦ 10,300,000"
Lexus RX 2015 Gold,Lexus,RX,2015,local used,automatic,"₦ 16,500,000"
Toyota Sienna XLE (3.5L 6cyl 8A) 2018 Black,Toyota,Sienna XLE,2018,foreign used,automatic,"₦ 27,500,000"
Lexus RX 350 F Sport FWD 2017 Matt Black,Lexus,RX 350,2017,foreign used,automatic,"₦ 38,500,000"
Toyota Sienna 2014,Toyota,Sienna,2014,foreign used,automatic,"₦ 14,000,000"
Lexus NX 2017 White,Lexus,NX,2017,foreign used,automatic,"₦ 40,000,000"
Lexus LX 570 AWD 2014 Black,Lexus,LX 570,2014,local used,automatic,"₦ 49,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2016 Gray,Mercedes-Benz,G-Class G,2016,foreign used,automatic,"₦ 135,000,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Brown,Toyota,Camry SE,2019,local used,automatic,"₦ 23,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Red,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 28,800,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Silver,Toyota,Camry LE,2018,foreign used,automatic,"₦ 24,500,000"
Toyota Sienna 2014 Burgundy,Toyota,Sienna,2014,foreign used,automatic,"₦ 18,700,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Gray,Mercedes-Benz,GLE-Class GLE,2020,local used,automatic,"₦ 54,550,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2017 Burgundy,Toyota,RAV4 XLE,2017,foreign used,automatic,"₦ 23,550,000"
Lexus NX 200t AWD 2016,Lexus,NX 200t,2016,foreign used,automatic,"₦ 31,000,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 4,900,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,foreign used,automatic,"₦ 19,400,000"
Toyota Highlander XSE AWD 2023 Blue,Toyota,Highlander XSE,2023,foreign used,automatic,"₦ 63,500,000"
Toyota Avalon XLE Touring Sedan FWD (3.5L 6cyl 6A) 2013 Black,Toyota,Avalon XLE,2013,local used,automatic,"₦ 12,500,000"
Toyota RAV4 Limited FWD (2.5L 4cyl 6A) 2017 Red,Toyota,RAV4 Limited,2017,foreign used,automatic,"₦ 25,000,000"
New Lexus GX 2025 Ivory,New,Lexus GX,2025,brand new,automatic,"₦ 240,000,000"
Lexus ES 350 2008 Burgundy,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,000,000"
Toyota Venza V6 AWD 2010 Brown,Toyota,Venza V6,2010,foreign used,automatic,"₦ 17,500,000"
Lexus RX 2009 Blue,Lexus,RX,2009,local used,automatic,"₦ 8,000,000"
Toyota Mirai 2016 White,Toyota,Mirai,2016,foreign used,automatic,"₦ 19,000,000"
Lexus GX 460 Luxury 2014 White,Lexus,GX 460,2014,local used,automatic,"₦ 37,200,000"
